employee_id,department,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,Awards,avg_training_score,Promoted
28280,8,2,1,1,1,41,3,15,0,0,94,1
28281,7,1,1,1,1,31,2,4,0,0,47,0
28282,0,1,1,1,1,38,5,4,1,0,88,0
28283,7,1,1,2,2,30,2,2,0,0,53,0
28284,7,1,1,1,1,55,5,19,1,0,46,0
28285,8,1,1,1,5,28,3,4,0,0,80,0
28286,7,1,1,1,2,30,1,5,0,0,48,0
28287,7,1,0,2,1,39,3,10,0,0,65,1
28288,0,1,0,1,2,30,5,4,1,0,80,0
28289,4,2,0,2,1,43,4,4,1,0,57,0
28290,4,1,1,1,1,35,4,3,0,0,58,0
28291,5,2,1,2,1,37,4,7,0,0,72,0
28292,7,1,1,2,2,31,5,6,1,0,49,0
28293,4,2,0,2,1,37,3,7,0,0,62,0
28294,7,1,1,2,1,27,4,5,0,0,47,0
28295,7,1,1,2,1,35,3,10,0,0,47,0
28296,4,1,0,2,2,33,5,5,0,0,73,1
28297,4,1,1,3,1,37,3,9,1,0,59,0
28298,7,1,1,2,1,49,3,20,0,0,51,0
28299,7,1,1,1,1,33,3,4,0,0,48,0
28300,7,2,1,1,1,47,1,4,0,0,48,0
28301,7,1,1,1,2,46,3,16,0,0,45,0
28302,4,1,1,2,1,29,1,3,0,0,61,0
28303,4,1,0,2,2,35,2,10,0,0,55,0
28304,7,2,1,2,1,44,3,5,0,0,45,0
28305,7,2,1,2,2,33,5,3,0,0,48,0
28306,7,2,1,2,1,31,1,4,0,0,53,0
28307,7,1,1,2,1,31,5,4,0,0,48,0
28308,7,1,1,2,1,26,3,4,0,0,53,0
28309,7,1,0,1,1,48,3,14,0,0,53,0
28310,5,1,1,2,1,30,3,2,1,0,76,0
28311,1,1,0,1,1,31,3,6,1,0,57,0
28312,1,1,1,2,1,35,3,10,0,0,60,0
28313,4,1,0,2,1,39,4,5,1,0,57,0
28314,5,1,0,2,2,30,3,7,0,0,69,0
28315,5,2,0,1,1,37,5,9,0,1,95,1
28316,7,1,0,1,1,30,5,4,1,0,50,0
28317,7,2,1,1,1,43,2,9,0,0,51,0
28318,4,1,1,1,1,30,3,5,0,0,59,0
28319,7,1,1,1,1,33,4,8,1,0,52,0
28320,7,2,1,2,1,34,5,3,0,0,49,0
28321,8,1,1,2,1,34,5,8,1,0,78,0
28322,1,1,1,1,1,29,3,3,0,0,59,0
28323,5,2,1,1,1,36,3,4,0,0,66,0
28324,0,2,1,1,1,33,5,4,1,0,87,0
28325,7,1,1,2,1,26,4,2,0,0,52,0
28326,7,1,0,2,1,29,3,2,1,0,52,0
28327,3,1,1,2,1,29,1,4,0,0,63,0
28328,7,1,1,1,1,34,5,2,1,0,52,0
28329,1,2,1,1,3,34,5,3,1,0,59,0
28330,7,2,1,2,1,41,4,15,0,0,52,0
28331,2,1,1,1,1,28,5,7,1,0,51,0
28332,7,2,1,1,1,44,3,4,0,0,52,0
28333,0,1,1,3,1,28,5,7,0,0,86,0
28334,4,1,1,1,1,37,5,11,1,0,56,0
28335,2,2,0,2,1,46,5,15,1,0,52,0
28336,7,1,0,2,1,27,3,4,0,0,51,0
28337,8,1,1,2,2,30,2,2,0,0,81,0
28338,7,2,1,2,2,36,5,10,0,0,65,1
28339,8,1,1,3,1,30,3,3,0,0,76,0
28340,7,2,0,2,1,41,5,7,1,0,48,0
28341,7,1,0,2,1,42,3,14,0,0,49,0
28342,7,1,0,1,2,46,2,5,1,0,48,0
28343,2,2,1,2,1,60,4,18,0,0,48,0
28344,7,1,1,1,1,39,3,8,1,0,53,0
28345,7,2,1,1,2,47,1,8,0,0,50,0
28346,4,1,0,1,4,28,1,2,1,0,53,0
28347,7,1,1,1,1,31,1,8,0,0,48,0
28348,7,1,0,1,1,33,1,7,0,0,51,0
28349,8,2,1,1,1,36,2,8,0,0,84,0
28350,7,1,1,2,2,28,4,1,0,0,50,0
28351,7,1,1,2,1,25,4,2,0,0,50,0
28352,7,2,1,2,1,34,2,8,0,0,49,0
28353,7,1,1,1,1,28,2,4,0,0,50,0
28354,0,2,1,1,2,32,4,5,1,0,88,0
28355,0,1,1,1,1,32,1,9,0,0,86,0
28356,8,1,0,1,1,43,2,10,0,0,80,0
28357,8,2,0,3,1,37,3,4,0,0,80,0
28358,7,1,1,2,1,45,1,19,0,0,52,0
28359,7,1,1,1,1,37,5,9,1,0,48,0
28360,8,1,1,1,1,28,5,3,1,0,77,0
28361,0,1,1,1,1,30,3,7,1,0,84,1
28362,7,1,0,2,1,36,1,3,0,0,49,0
28363,1,2,1,2,2,36,5,4,1,0,58,0
28364,7,1,1,2,1,28,3,3,1,1,55,0
28365,1,1,1,2,1,31,5,5,0,0,61,0
28366,0,1,1,2,1,43,5,15,0,0,82,0
28367,7,2,0,1,2,33,3,10,1,0,53,0
28368,8,1,1,1,1,41,3,8,0,0,79,0
28369,4,1,1,1,2,30,3,4,0,0,65,0
28370,5,1,1,1,1,29,3,6,0,0,68,0
28371,5,1,1,1,1,41,5,9,0,0,74,0
28372,7,1,1,1,2,40,5,5,1,1,49,0
28373,4,1,0,1,1,38,5,3,1,0,63,0
28374,0,1,1,3,2,32,5,9,0,0,85,0
28375,7,1,1,1,4,40,3,9,0,0,53,0
28376,7,1,0,2,2,31,1,3,0,0,50,0
28377,4,1,0,1,1,29,1,5,0,0,59,0
28378,3,1,1,1,1,33,2,5,1,0,53,0
28379,7,2,0,2,1,52,3,18,0,0,53,0
28380,7,1,1,2,1,28,3,6,1,0,47,1
28381,7,1,1,2,1,27,3,8,1,0,48,1
28382,5,1,1,2,1,32,5,7,1,0,71,0
28383,8,1,1,3,6,29,4,6,1,0,80,0
28384,4,1,1,1,1,31,3,4,0,0,56,0
28385,8,2,0,3,1,33,4,6,1,0,79,0
28386,4,2,1,1,1,37,3,4,1,0,56,0
28387,0,1,1,1,1,29,4,3,0,0,85,0
28388,4,1,1,2,1,36,3,9,0,0,62,0
28389,4,1,0,2,1,33,5,6,1,0,64,0
28390,4,2,1,1,2,41,3,12,1,0,62,1
28391,4,1,0,1,1,28,2,3,0,0,53,0
28392,8,1,1,2,1,32,1,3,0,0,76,0
28393,0,1,1,2,1,33,5,3,0,0,85,0
28394,4,1,1,1,1,29,5,4,0,0,56,0
28395,7,1,1,2,1,28,2,3,0,0,55,0
28396,0,1,0,2,2,28,5,4,1,0,88,0
28397,7,1,1,1,2,57,3,4,1,0,53,0
28398,5,1,0,1,1,30,3,4,0,0,73,0
28399,4,1,1,1,2,38,4,6,0,0,64,0
28400,7,2,1,1,1,54,4,17,0,0,52,0
28401,4,1,0,2,1,35,3,9,0,0,59,0
28402,5,1,1,1,3,30,4,4,1,0,71,0
28403,5,1,0,2,1,42,3,4,1,0,71,0
28404,4,1,1,2,1,32,2,9,0,0,60,0
28405,7,1,1,1,1,33,3,7,0,0,52,0
28406,7,2,1,1,1,33,1,5,0,0,49,0
28407,0,1,1,3,2,32,4,8,1,0,81,0
28408,4,2,1,1,2,36,5,8,1,0,63,0
28409,7,1,0,2,1,31,3,7,1,1,47,0
28410,7,2,1,2,1,38,3,7,0,0,48,0
28411,8,1,0,1,1,42,3,14,0,0,79,0
28412,7,2,1,2,1,48,3,18,0,0,50,0
28413,5,2,0,1,1,33,5,5,1,0,75,0
28414,5,3,0,1,2,25,2,3,0,0,67,0
28415,7,1,1,2,1,60,4,30,1,0,49,0
28416,7,1,1,2,1,32,3,5,0,0,51,0
28417,8,2,0,2,1,34,3,7,0,0,78,0
28418,7,2,1,1,1,35,3,7,1,0,51,1
28419,4,2,1,1,1,42,3,9,1,0,63,0
28420,6,1,1,1,1,37,5,3,1,0,80,0
28421,5,1,0,2,1,29,4,1,0,0,71,0
28422,8,2,1,2,1,53,5,19,1,0,82,0
28423,5,1,1,2,1,29,3,3,0,0,70,0
28424,4,1,1,1,1,24,4,2,1,0,58,0
28425,6,2,1,1,1,35,5,4,1,0,85,0
28426,7,1,1,1,1,56,3,2,0,0,51,0
28427,8,2,0,2,1,39,3,9,0,0,78,0
28428,7,1,1,2,1,36,3,7,0,0,44,0
28429,0,1,1,1,1,30,3,3,0,0,87,0
28430,4,1,0,1,1,37,4,3,0,0,54,0
28431,1,1,0,1,1,26,5,2,1,0,58,1
28432,7,1,1,2,1,34,5,6,0,0,45,0
28433,7,1,1,2,2,30,3,6,0,0,53,0
28434,0,1,0,1,1,28,3,2,0,0,86,0
28435,8,1,0,3,1,33,3,6,0,0,83,0
28436,7,2,1,2,1,40,3,11,0,0,50,0
28437,8,1,0,2,2,33,2,8,0,0,81,0
28438,5,1,1,2,3,36,3,8,0,0,64,0
28439,7,2,1,1,1,44,2,7,0,0,53,0
28440,8,1,1,1,1,44,3,10,0,0,78,0
28441,0,1,1,2,2,28,3,3,0,0,86,0
28442,8,1,1,1,1,34,3,7,0,0,81,0
28443,4,1,0,2,1,47,3,17,0,0,56,0
28444,5,2,1,2,1,39,4,15,1,0,69,0
28445,0,1,1,1,1,39,5,8,0,0,87,0
28446,5,1,0,1,1,38,3,2,0,0,70,0
28447,7,1,0,1,1,33,2,6,0,0,55,0
28448,5,1,1,1,1,41,5,4,1,0,73,0
28449,7,2,1,1,2,34,1,4,0,0,51,0
28450,4,2,1,1,1,50,3,20,0,0,62,0
28451,4,1,1,2,1,27,1,3,0,0,59,0
28452,4,2,1,1,1,32,1,5,0,0,56,0
28453,8,2,0,1,1,47,3,7,0,0,82,0
28454,4,1,1,1,1,41,4,8,0,0,64,0
28455,7,1,1,1,1,30,2,3,0,0,47,0
28456,1,2,1,1,1,31,1,3,0,0,53,0
28457,7,2,1,1,1,40,2,11,0,0,47,0
28458,8,1,1,2,1,34,1,6,0,0,73,0
28459,5,2,1,1,1,41,3,3,0,0,66,0
28460,5,1,0,2,1,29,3,2,0,0,82,1
28461,7,1,0,1,1,34,1,4,1,1,51,0
28462,3,1,1,2,1,34,3,5,0,0,61,0
28463,4,2,0,1,1,35,4,6,1,0,59,0
28464,7,2,1,2,1,32,5,7,1,0,49,0
28465,4,1,1,1,1,30,3,2,0,0,56,0
28466,8,1,1,2,1,34,4,5,1,0,82,1
28467,8,1,1,2,2,32,3,5,1,0,84,0
28468,7,1,1,2,1,31,1,4,0,0,55,0
28469,5,2,0,2,1,34,3,7,0,0,68,0
28470,5,2,1,2,1,53,3,23,0,0,71,0
28471,1,1,1,2,1,25,4,2,0,0,60,0
28472,7,1,1,3,1,33,4,7,0,0,46,0
28473,1,1,1,2,1,29,5,7,1,0,66,0
28474,7,1,1,2,2,29,3,4,0,0,54,0
28475,5,1,1,1,1,35,3,9,0,0,69,0
28476,3,2,0,2,1,55,3,23,1,0,60,0
28477,7,1,1,2,1,26,5,2,0,0,48,0
28478,0,1,1,2,1,26,1,1,0,0,86,0
28479,7,2,0,1,3,35,3,3,0,0,46,0
28480,4,2,0,1,1,35,3,4,0,0,62,0
28481,8,2,0,1,1,40,3,14,0,0,80,0
28482,7,1,1,1,1,43,1,4,0,0,46,0
28483,8,1,1,2,1,33,1,7,1,0,77,0
28484,1,3,1,1,3,22,3,2,0,0,56,0
28485,7,1,0,2,2,28,3,6,1,0,51,0
28486,7,2,1,2,1,31,5,6,1,0,46,1
28487,7,1,0,1,1,31,1,5,0,0,48,0
28488,0,1,1,1,1,27,3,3,0,0,87,0
28489,7,2,1,1,1,40,2,9,0,0,51,0
28490,4,1,0,2,1,32,3,8,0,0,60,0
28491,8,2,0,1,1,39,3,7,1,0,81,0
28492,8,2,0,1,1,36,5,9,1,0,83,0
28493,2,1,0,3,1,28,3,2,0,0,48,0
28494,4,1,1,3,1,34,5,9,1,0,64,0
28495,4,1,1,1,1,27,3,4,0,0,61,0
28496,4,1,1,1,1,39,5,9,1,0,57,0
28497,5,1,1,1,1,28,5,2,1,0,70,0
28498,7,1,1,2,1,55,3,10,0,0,46,0
28499,5,2,1,2,1,52,5,15,1,0,74,0
28500,4,1,1,3,2,42,5,15,0,0,57,0
28501,5,2,0,2,1,32,5,4,0,1,84,1
28502,0,1,1,1,1,29,2,8,0,0,85,0
28503,2,2,1,2,1,44,3,14,0,0,48,0
28504,5,2,1,2,1,40,3,5,1,0,95,1
28505,4,1,1,2,1,31,4,5,0,0,57,0
28506,5,1,0,2,2,31,3,3,0,0,70,0
28507,2,1,1,1,1,30,1,4,0,0,53,0
28508,1,1,1,1,2,27,4,4,0,0,56,0
28509,7,2,1,2,1,33,3,5,1,0,46,0
28510,8,1,0,1,1,30,5,9,0,1,82,1
28511,5,1,0,1,1,35,3,7,1,1,67,1
28512,7,1,1,1,2,35,4,9,1,0,51,1
28513,4,1,0,2,1,40,5,9,0,0,60,0
28514,4,1,0,1,1,34,3,3,1,0,62,0
28515,5,1,1,2,1,37,4,9,0,0,75,0
28516,4,1,1,2,1,45,5,3,1,0,61,0
28517,5,2,1,1,1,46,3,6,0,0,68,0
28518,6,1,1,2,1,28,5,4,1,0,91,0
28519,7,1,1,2,1,37,5,8,0,0,51,0
28520,5,2,1,2,1,40,3,6,1,0,68,1
28521,7,1,0,1,1,29,2,7,0,0,46,0
28522,4,1,0,1,1,26,4,3,1,0,60,0
28523,4,1,1,2,1,31,3,7,0,0,57,0
28524,5,1,1,2,1,31,3,7,0,0,74,0
28525,8,2,1,2,1,37,3,6,0,0,81,0
28526,5,1,1,1,1,27,4,2,1,0,71,0
28527,5,2,0,2,1,43,4,4,1,0,67,0
28528,4,2,0,3,1,35,4,2,0,0,63,0
28529,7,2,1,2,1,30,1,7,0,0,47,0
28530,1,2,1,1,1,37,3,7,0,0,58,0
28531,2,1,1,1,1,28,1,2,0,0,51,0
28532,6,1,1,1,2,30,4,2,0,0,90,0
28533,1,1,1,1,1,33,1,7,1,0,60,1
28534,0,1,1,1,2,30,4,3,0,0,88,0
28535,1,1,1,1,1,34,4,2,1,0,55,0
28536,4,1,1,1,1,30,2,9,1,0,57,0
28537,7,1,1,2,1,33,4,5,1,1,46,0
28538,4,2,1,2,1,40,5,4,0,0,61,0
28539,7,1,1,1,1,35,4,7,1,0,48,0
28540,4,2,0,1,1,41,3,9,0,0,52,0
28541,3,1,1,1,1,29,4,2,1,0,56,0
28542,5,1,0,1,1,36,5,5,1,0,69,0
28543,7,1,1,2,1,36,3,9,1,0,43,1
28544,0,1,0,1,1,28,4,6,1,1,88,1
28545,4,1,1,1,1,36,3,6,0,0,63,0
28546,5,1,0,1,1,27,5,2,0,0,73,0
28547,0,1,1,1,1,29,5,3,1,0,80,0
28548,8,1,0,1,1,41,3,11,0,0,83,0
28549,6,2,1,1,2,34,5,6,1,0,82,0
28550,4,1,0,1,1,43,4,7,0,0,58,0
28551,7,1,1,2,1,43,1,12,0,0,48,0
28552,6,1,1,1,2,30,4,2,0,0,86,0
28553,8,1,1,2,1,29,3,4,0,0,80,0
28554,7,1,1,2,1,33,5,5,1,0,41,0
28555,2,1,1,1,1,26,3,2,0,0,45,0
28556,4,2,1,2,1,38,3,4,1,0,62,0
28557,7,1,1,2,1,42,1,2,0,0,51,0
28558,4,1,1,1,1,34,3,7,0,0,66,1
28559,4,1,1,1,1,27,4,4,0,0,57,0
28560,4,2,0,1,1,47,5,3,1,0,59,0
28561,5,2,0,1,1,49,3,16,1,0,71,1
28562,8,1,1,2,1,26,2,2,0,0,73,0
28563,4,1,1,2,1,29,5,2,1,0,63,0
28564,4,2,0,2,1,45,5,13,1,0,60,1
28565,4,1,1,1,1,36,3,4,0,0,62,0
28566,7,1,1,1,1,39,1,3,0,0,49,0
28567,2,2,1,1,1,36,4,8,0,0,47,0
28568,4,1,0,2,2,30,3,5,0,0,56,0
28569,4,1,1,1,1,33,4,7,1,0,57,1
28570,0,1,1,1,1,30,5,4,1,1,84,0
28571,1,1,1,1,1,26,5,5,1,0,62,0
28572,7,1,1,1,1,45,4,5,0,0,49,0
28573,5,1,1,1,2,31,3,4,0,0,67,0
28574,4,1,0,2,1,27,3,2,0,0,61,0
28575,4,1,0,2,1,38,1,3,1,0,60,0
28576,8,1,1,1,1,26,4,3,1,0,83,0
28577,4,1,1,1,1,32,5,2,1,0,55,0
28578,8,1,1,2,1,23,3,2,0,0,78,0
28579,5,1,1,1,1,29,5,4,0,0,71,0
28580,0,1,1,1,1,27,5,2,1,0,86,0
28581,4,1,1,1,1,38,4,6,1,0,61,0
28582,0,1,1,3,2,29,5,2,1,0,86,0
28583,4,1,1,1,3,31,3,4,0,0,61,0
28584,0,1,1,1,1,31,2,3,0,0,85,0
28585,0,1,1,1,1,28,3,7,0,0,85,0
28586,6,2,1,1,2,36,1,10,0,0,85,0
28587,4,1,0,2,1,38,5,9,1,0,58,0
28588,4,2,1,2,1,50,3,18,0,0,58,0
28589,1,1,1,1,1,28,5,2,1,0,59,0
28590,4,2,1,1,1,41,3,6,0,0,56,0
28591,6,2,1,2,1,41,3,13,1,0,85,1
28592,5,2,1,1,1,31,4,4,0,0,70,0
28593,7,2,1,2,1,34,4,5,1,0,52,0
28594,7,1,0,1,1,33,1,7,0,0,51,0
28595,7,1,1,2,1,33,5,4,1,0,51,1
28596,8,2,1,2,1,44,5,6,1,0,78,0
28597,2,1,0,1,1,28,1,2,0,0,46,0
28598,4,1,1,1,1,43,4,4,1,0,55,0
28599,2,1,1,2,2,56,5,10,1,0,48,0
28600,7,1,1,1,2,36,2,4,0,0,53,0
28601,8,2,0,2,1,39,3,8,0,0,82,0
28602,0,2,1,2,2,35,5,6,1,0,88,0
28603,7,1,1,1,1,47,3,6,0,0,48,0
28604,4,2,1,2,1,45,1,15,0,0,61,0
28605,0,2,1,2,1,31,5,2,0,0,87,0
28606,8,2,1,2,1,37,3,4,0,0,82,0
28607,0,1,1,2,2,39,3,4,1,0,83,0
28608,8,2,0,2,1,41,4,10,1,0,81,0
28609,2,1,1,2,1,32,4,6,0,0,53,0
28610,7,1,0,2,1,36,1,8,0,0,53,0
28611,7,1,1,2,1,46,3,2,0,0,46,0
28612,7,1,0,2,2,31,3,3,0,0,46,0
28613,7,1,1,1,1,32,2,7,0,0,50,0
28614,7,2,1,2,1,36,3,10,0,0,49,0
28615,4,1,1,1,2,32,5,5,0,0,54,0
28616,7,1,1,1,1,48,1,3,0,0,50,0
28617,5,1,1,1,1,34,3,11,0,0,75,0
28618,8,1,0,2,1,31,3,3,0,0,79,0
28619,3,1,1,2,1,30,5,2,0,0,56,0
28620,8,2,1,1,1,33,1,7,0,0,78,0
28621,0,1,1,2,1,29,3,6,0,0,82,0
28622,4,1,0,2,1,28,3,3,0,0,63,0
28623,8,2,1,2,1,36,3,9,0,0,77,0
28624,4,1,0,2,2,33,5,6,1,0,61,1
28625,8,2,1,2,1,40,5,7,1,0,78,0
28626,4,1,1,2,1,55,3,19,0,0,62,0
28627,7,2,0,1,1,34,4,8,1,0,47,1
28628,7,1,1,2,1,38,5,4,1,0,50,0
28629,7,1,1,2,1,29,3,6,1,0,47,0
28630,8,2,1,1,1,41,3,16,0,0,81,0
28631,7,1,1,1,1,37,3,4,0,0,44,0
28632,7,2,1,1,1,41,4,6,0,0,50,0
28633,0,1,1,1,1,27,5,2,1,0,85,0
28634,8,2,0,3,1,36,5,9,1,0,75,1
28635,4,1,0,1,1,48,5,20,1,0,58,0
28636,4,1,0,1,1,40,4,5,0,0,61,0
28637,8,1,1,3,1,26,3,4,1,0,77,0
28638,4,2,1,2,2,38,3,4,0,0,57,0
28639,8,2,1,1,1,43,3,12,1,0,81,0
28640,7,1,0,1,2,28,5,2,1,0,51,0
28641,4,1,0,3,1,35,3,13,1,0,61,0
28642,0,1,1,1,1,41,4,3,1,0,85,0
28643,0,1,1,1,2,31,5,5,1,0,83,0
28644,4,1,0,2,1,37,5,7,1,0,59,0
28645,4,1,1,1,1,30,5,2,1,0,65,0
28646,1,1,1,2,2,47,3,7,1,0,56,0
28647,5,1,1,2,1,33,3,8,0,0,72,0
28648,7,1,1,1,2,31,2,3,0,0,48,0
28649,7,1,0,2,1,36,5,3,1,0,52,0
28650,4,1,1,1,1,34,3,4,0,0,58,0
28651,7,1,1,1,1,35,3,9,0,0,46,0
28652,8,1,0,2,1,32,1,7,0,0,84,0
28653,8,2,1,1,1,39,3,5,0,0,82,0
28654,7,1,1,2,6,43,3,13,0,0,52,0
28655,7,1,1,1,1,27,4,3,1,0,48,1
28656,7,1,1,1,1,56,3,23,0,0,48,0
28657,7,2,1,2,1,36,5,9,0,0,49,0
28658,4,2,0,2,1,39,2,10,0,0,61,0
28659,4,1,1,2,1,27,3,4,0,0,54,0
28660,0,1,1,1,2,28,5,3,0,0,88,0
28661,7,2,1,2,1,47,1,16,0,0,46,0
28662,7,1,1,1,1,27,5,4,0,0,49,0
28663,7,1,1,1,1,41,3,8,0,0,49,0
28664,0,1,1,1,1,54,4,17,0,0,82,0
28665,0,2,1,1,1,39,1,5,0,0,80,0
28666,3,1,1,1,1,28,2,2,0,0,55,0
28667,5,1,0,1,1,53,3,14,1,0,71,0
28668,8,1,1,2,1,36,1,10,0,0,78,0
28669,4,2,0,2,1,50,3,16,0,0,58,0
28670,5,2,1,1,1,57,3,29,0,0,66,0
28671,7,1,1,2,1,33,5,7,0,0,47,0
28672,4,2,1,1,1,39,3,7,0,0,53,0
28673,3,1,1,1,1,34,3,4,1,0,61,0
28674,4,1,0,2,1,39,4,7,0,0,62,0
28675,4,1,1,1,2,44,3,7,1,0,59,0
28676,7,1,1,1,1,40,1,6,0,0,48,0
28677,8,1,1,1,1,25,2,2,0,0,82,0
28678,7,1,1,1,1,33,3,2,1,0,50,0
28679,4,2,1,2,1,46,3,3,0,0,60,0
28680,8,2,0,1,2,50,4,23,1,0,85,1
28681,6,1,1,1,1,30,4,1,0,0,86,0
28682,4,1,1,2,1,42,3,12,0,0,59,0
28683,0,1,1,2,1,33,4,5,0,0,86,0
28684,0,1,1,1,1,26,5,3,1,0,81,0
28685,8,2,1,2,1,31,4,4,1,0,84,0
28686,0,1,1,2,1,31,5,4,1,0,85,1
28687,7,1,1,1,1,47,5,5,0,0,58,1
28688,3,1,1,2,1,27,4,2,1,0,60,0
28689,5,2,1,1,2,34,3,8,0,0,70,0
28690,4,1,0,2,1,37,1,2,1,0,55,0
28691,7,2,1,1,1,59,2,17,0,0,51,0
28692,8,2,0,2,1,33,3,3,0,0,79,0
28693,0,1,1,2,2,29,3,5,1,0,86,0
28694,7,1,1,1,1,51,5,19,0,0,40,0
28695,5,1,0,2,1,28,3,2,0,0,69,0
28696,4,2,0,1,1,35,1,5,1,0,61,0
28697,4,2,0,2,1,36,4,3,0,0,59,0
28698,4,1,1,1,1,32,3,3,0,0,61,0
28699,8,1,0,1,1,33,1,4,1,0,74,0
28700,6,1,1,2,1,31,5,4,0,0,86,0
28701,7,2,1,1,3,37,1,10,0,0,51,0
28702,8,1,0,1,1,41,3,15,0,0,82,0
28703,4,1,1,2,2,31,3,4,0,0,57,0
28704,4,1,0,2,1,34,3,4,0,0,57,0
28705,0,1,1,1,1,34,4,8,0,0,90,0
28706,4,1,1,2,1,30,1,4,1,0,56,0
28707,0,2,1,1,1,46,3,13,0,0,83,0
28708,4,2,1,1,2,47,5,7,0,0,55,0
28709,4,1,1,2,1,26,1,3,0,0,57,0
28710,7,1,0,1,2,33,1,4,0,0,49,0
28711,4,1,1,1,1,32,2,3,0,0,61,0
28712,7,2,1,2,1,32,1,7,0,0,47,0
28713,1,2,1,2,1,35,2,5,0,0,67,0
28714,4,1,0,2,1,33,4,4,0,0,58,0
28715,8,2,1,2,1,37,3,10,0,0,80,0
28716,7,1,1,2,1,46,1,17,0,0,46,0
28717,7,1,1,1,1,29,5,3,0,0,47,0
28718,4,1,1,2,1,31,4,4,1,0,63,0
28719,4,2,0,1,1,35,3,4,0,0,59,0
28720,7,1,1,1,1,28,5,6,1,0,49,0
28721,8,1,1,1,1,32,3,6,0,0,80,0
28722,2,1,1,2,1,44,3,14,1,0,46,0
28723,2,2,1,1,1,39,3,12,0,0,55,0
28724,4,1,1,2,1,35,3,9,1,0,63,0
28725,8,2,1,2,1,43,4,13,1,0,78,0
28726,0,1,1,1,2,30,3,8,0,0,82,0
28727,1,1,1,2,1,30,4,4,1,1,58,0
28728,1,1,1,1,1,31,3,6,0,0,59,0
28729,7,1,0,1,1,32,3,7,0,0,48,0
28730,3,1,0,1,1,27,3,4,0,0,58,0
28731,4,1,1,1,1,30,3,7,0,1,57,0
28732,4,1,1,1,1,32,5,5,1,0,61,0
28733,7,1,1,1,1,31,5,4,1,0,45,0
28734,4,1,0,1,2,32,5,5,0,0,60,0
28735,5,2,1,1,2,52,3,9,0,0,75,0
28736,0,1,0,1,1,28,5,4,1,0,85,0
28737,5,1,0,1,1,27,3,2,1,0,72,0
28738,1,2,1,2,1,31,3,7,0,0,61,0
28739,5,2,0,1,1,38,3,9,0,0,67,0
28740,7,1,1,1,1,41,3,9,1,0,49,0
28741,7,1,1,1,1,36,2,5,0,0,48,0
28742,7,1,1,1,1,31,3,4,0,0,47,0
28743,8,1,0,1,2,39,4,11,0,0,78,0
28744,5,1,0,1,1,39,1,5,0,0,70,0
28745,8,1,1,1,1,39,3,12,1,0,80,1
28746,8,1,0,2,1,44,5,13,1,0,80,1
28747,4,1,0,2,1,26,1,3,0,0,61,0
28748,7,2,0,1,1,37,2,3,1,0,57,0
28749,8,1,0,2,1,36,3,8,0,0,76,0
28750,4,1,1,1,1,37,5,7,1,0,64,0
28751,3,1,0,1,1,30,3,3,0,0,58,0
28752,0,2,1,2,2,34,5,4,1,0,85,0
28753,5,1,0,1,1,42,1,12,0,0,68,0
28754,5,1,1,2,9,26,3,3,0,0,73,0
28755,5,1,0,2,1,31,1,5,0,0,69,0
28756,8,1,0,2,1,35,3,8,0,0,78,0
28757,1,1,0,2,1,28,1,3,1,0,62,0
28758,0,1,0,1,1,29,1,4,0,0,81,0
28759,7,2,1,1,1,41,4,13,0,0,48,0
28760,4,2,1,2,1,50,4,17,1,0,60,0
28761,8,2,0,2,1,33,1,9,0,0,78,0
28762,0,1,1,1,1,32,2,5,0,0,81,0
28763,5,2,0,1,1,46,3,17,0,0,67,0
28764,8,1,0,1,1,22,2,2,1,0,79,0
28765,4,1,1,1,1,39,4,7,0,0,60,0
28766,7,1,1,2,1,38,3,5,0,0,53,0
28767,7,1,0,1,1,28,4,5,1,0,43,0
28768,8,1,0,1,4,28,3,4,0,0,77,0
28769,7,1,1,1,1,31,5,2,1,0,54,0
28770,4,2,1,1,1,36,4,2,0,0,56,0
28771,1,1,0,1,2,28,5,6,1,0,60,0
28772,8,1,1,1,1,55,2,2,0,0,80,0
28773,1,2,1,2,1,32,5,7,0,0,64,0
28774,5,2,1,2,1,35,4,6,0,0,74,0
28775,4,1,1,1,1,35,3,7,0,0,59,0
28776,0,1,1,1,2,29,5,3,1,0,83,0
28777,4,1,0,1,2,30,5,5,1,0,61,0
28778,7,2,1,2,2,32,4,5,1,0,47,0
28779,5,2,0,2,1,36,1,3,0,0,70,0
28780,4,2,1,3,2,38,5,11,0,0,56,0
28781,2,2,1,2,1,35,3,7,0,0,54,0
28782,5,1,0,1,1,39,4,11,1,0,71,0
28783,7,1,1,2,2,27,1,6,0,0,50,0
28784,4,1,0,1,1,40,5,5,0,0,83,1
28785,8,1,0,1,1,25,3,2,0,0,79,0
28786,4,2,0,1,1,32,1,4,0,0,56,0
28787,7,1,1,2,1,34,1,7,0,0,46,0
28788,5,1,1,2,1,25,3,2,0,0,60,0
28789,5,1,1,2,1,32,3,7,1,0,64,1
28790,7,1,1,2,1,29,1,2,0,0,54,0
28791,4,2,0,1,1,35,4,7,1,0,59,0
28792,7,1,1,1,1,31,5,4,0,0,52,0
28793,4,1,0,1,1,31,4,4,0,0,62,0
28794,4,1,1,1,1,40,5,6,0,0,58,0
28795,1,1,1,1,1,24,5,2,0,0,64,0
