employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
18037,Sales & Marketing,2,Master's & above,m,other,2,38,1,11,0,0,47,0
18038,Sales & Marketing,22,Bachelor's,m,other,5,24,1,2,0,0,51,0
18039,Analytics,2,Bachelor's,m,sourcing,1,35,4,6,0,0,87,0
18040,Sales & Marketing,13,Bachelor's,m,other,1,22,5,2,1,0,56,0
18041,Legal,2,Bachelor's,f,sourcing,1,33,3,7,1,0,58,0
18042,Finance,13,Bachelor's,f,sourcing,1,27,4,3,1,1,57,0
18043,Sales & Marketing,2,Bachelor's,m,sourcing,1,41,2,9,1,0,52,0
18044,Analytics,7,Bachelor's,m,other,3,30,3,6,0,0,79,0
18045,Analytics,32,Bachelor's,m,other,1,30,1,4,0,0,84,0
18046,Technology,13,Master's & above,m,sourcing,1,39,3,4,0,1,81,1
18047,Sales & Marketing,27,Master's & above,m,other,1,40,3,8,0,0,51,0
18048,Sales & Marketing,27,Bachelor's,m,other,1,31,1,6,1,1,46,0
18049,Sales & Marketing,16,Bachelor's,m,sourcing,2,27,3,3,0,0,44,0
18050,Technology,33,Master's & above,m,sourcing,2,41,4,13,0,0,83,0
18051,Analytics,14,Bachelor's,m,other,1,33,3,3,0,0,83,0
18052,Technology,26,Bachelor's,m,other,1,36,4,3,1,0,83,1
18053,Technology,22,Bachelor's,m,sourcing,1,27,5,5,1,0,82,1
18054,Operations,28,Bachelor's,m,other,3,37,3,5,0,0,60,0
18055,Procurement,33,Bachelor's,m,other,1,30,5,7,0,0,78,1
18056,Sales & Marketing,6,Bachelor's,m,other,2,28,1,2,0,0,49,0
18057,Sales & Marketing,19,Bachelor's,m,other,3,36,3,2,1,0,52,0
18058,Operations,22,Bachelor's,m,other,1,29,3,2,0,0,64,0
18059,Operations,8,Master's & above,f,other,1,35,5,4,1,0,56,0
18060,Operations,27,Bachelor's,m,other,1,27,3,3,1,0,62,1
18061,Sales & Marketing,3,Bachelor's,m,sourcing,1,30,1,3,1,0,50,0
18062,Operations,20,Bachelor's,f,sourcing,1,39,4,9,0,0,57,0
18063,Operations,22,Bachelor's,m,sourcing,1,43,2,11,0,0,57,0
18064,Analytics,26,Bachelor's,m,other,1,41,3,15,0,0,80,0
18065,Sales & Marketing,2,Master's & above,f,other,1,30,3,5,0,0,47,0
18066,Sales & Marketing,7,Bachelor's,m,sourcing,1,43,3,13,0,0,51,0
18067,Technology,10,Bachelor's,f,other,1,29,3,3,0,0,82,1
18068,Operations,2,Master's & above,m,sourcing,1,51,3,16,0,0,60,0
18069,Operations,13,Master's & above,m,sourcing,2,38,3,7,0,0,64,0
18070,Technology,15,Master's & above,m,other,1,40,3,5,0,0,82,0
18071,Operations,15,Bachelor's,m,sourcing,1,39,5,13,0,0,59,0
18072,Operations,22,Master's & above,m,other,3,32,3,4,1,0,64,1
18073,Operations,13,Master's & above,f,other,1,37,5,5,0,0,57,0
18074,Operations,22,Bachelor's,f,other,1,34,5,6,0,0,74,1
18075,Operations,8,Master's & above,m,sourcing,1,40,4,3,0,0,57,0
18076,Legal,2,Bachelor's,m,other,1,36,4,10,1,0,59,0
18077,Sales & Marketing,2,Master's & above,f,sourcing,1,37,1,2,1,0,52,0
18078,Analytics,22,Bachelor's,m,other,2,29,5,2,1,0,82,0
18079,Operations,22,Master's & above,m,sourcing,1,45,2,4,0,0,63,0
18080,Operations,31,Bachelor's,f,sourcing,1,35,4,7,0,0,59,0
18081,Finance,2,Bachelor's,m,other,1,50,4,18,1,0,57,0
18082,Operations,22,Master's & above,m,sourcing,1,30,4,5,0,0,60,0
18083,Sales & Marketing,2,Bachelor's,m,sourcing,1,26,5,2,0,0,44,0
18084,Operations,11,Bachelor's,f,other,1,39,3,5,0,0,61,0
18085,Sales & Marketing,15,Bachelor's,m,sourcing,1,33,3,7,1,0,51,0
18086,Sales & Marketing,16,Bachelor's,m,other,1,30,4,2,0,0,54,0
18087,Sales & Marketing,15,Bachelor's,m,other,1,40,1,3,0,0,53,0
18088,Sales & Marketing,25,Bachelor's,m,other,1,26,3,2,0,0,52,0
18089,Operations,22,Master's & above,m,other,1,31,2,3,1,0,65,0
18090,Analytics,22,Bachelor's,m,referred,2,29,5,3,1,0,85,1
18091,Sales & Marketing,1,Bachelor's,m,sourcing,1,34,5,10,0,0,51,0
18092,Sales & Marketing,14,Bachelor's,f,other,1,34,4,8,0,0,46,0
18093,Sales & Marketing,7,Bachelor's,m,other,1,39,2,4,0,0,51,0
18094,Operations,2,Bachelor's,m,sourcing,1,41,4,10,0,0,63,0
18095,Sales & Marketing,13,Bachelor's,f,sourcing,1,26,2,3,0,0,47,0
18096,Procurement,13,Bachelor's,m,other,1,41,4,12,0,0,70,0
18097,HR,2,Bachelor's,m,other,1,37,5,9,1,0,47,0
18098,Finance,2,Bachelor's,m,sourcing,1,47,5,14,1,0,59,0
18099,Operations,15,Bachelor's,f,other,1,39,3,10,1,0,56,0
18100,Procurement,22,Master's & above,m,sourcing,1,34,1,7,1,0,69,0
18101,Sales & Marketing,22,Bachelor's,m,other,2,34,1,9,0,0,47,0
18102,Sales & Marketing,22,Bachelor's,f,sourcing,3,26,1,2,0,0,54,0
18103,Technology,20,Master's & above,m,sourcing,1,34,4,4,0,0,82,0
18104,Finance,4,Master's & above,f,other,1,43,5,13,1,0,62,1
18105,Operations,22,Bachelor's,m,other,1,33,1,3,0,0,59,0
18106,Sales & Marketing,10,Bachelor's,m,sourcing,1,33,4,5,1,0,48,0
18107,Procurement,8,Bachelor's,m,sourcing,1,29,5,5,1,0,70,0
18108,Operations,31,Bachelor's,m,other,2,33,3,4,1,0,55,0
18109,Sales & Marketing,31,Bachelor's,m,sourcing,4,36,2,7,1,0,51,0
18110,Operations,7,Bachelor's,m,sourcing,3,38,5,9,0,0,57,0
18111,Technology,32,Bachelor's,f,sourcing,1,28,4,2,0,0,84,0
18112,Procurement,23,Master's & above,f,sourcing,1,35,5,10,1,0,70,0
18113,Operations,22,Master's & above,m,referred,2,40,3,11,1,0,62,0
18114,Sales & Marketing,22,Bachelor's,m,sourcing,2,31,3,9,0,0,51,0
18115,Sales & Marketing,13,Bachelor's,m,other,1,32,5,8,1,0,51,0
18116,Procurement,7,Bachelor's,m,other,1,40,1,3,0,0,75,0
18117,R&D,26,Bachelor's,m,other,3,37,5,3,0,0,84,0
18118,Sales & Marketing,13,Bachelor's,m,other,1,29,1,4,0,0,49,0
18119,Analytics,7,Bachelor's,m,sourcing,1,31,3,9,0,0,84,0
18120,Technology,7,Master's & above,m,other,2,57,1,5,1,0,81,0
18121,Procurement,2,Bachelor's,m,sourcing,1,40,1,10,0,0,74,0
18122,Sales & Marketing,32,Bachelor's,m,other,1,32,3,5,1,0,82,1
18123,Sales & Marketing,13,Bachelor's,m,other,1,41,3,2,1,0,50,0
18124,Operations,2,Master's & above,m,other,1,47,4,7,0,0,52,0
18125,Operations,15,Bachelor's,f,other,1,32,4,7,1,0,56,0
18126,HR,2,Master's & above,f,sourcing,1,59,5,13,1,0,52,0
18127,Procurement,22,Master's & above,m,other,1,32,3,5,1,0,70,0
18128,Sales & Marketing,20,Bachelor's,m,other,1,29,3,2,1,0,46,0
18129,Technology,24,Master's & above,m,sourcing,1,41,2,11,0,0,80,0
18130,Finance,30,Bachelor's,m,other,1,28,5,2,1,0,60,1
18131,Procurement,4,Bachelor's,m,other,1,30,3,4,0,0,68,0
18132,Technology,2,Master's & above,m,other,1,47,4,18,0,0,78,0
18133,Technology,28,Bachelor's,m,other,1,26,3,3,0,0,80,0
18134,Technology,2,Master's & above,f,referred,1,36,4,3,0,0,80,0
18135,Operations,15,Bachelor's,m,sourcing,1,35,1,7,1,0,57,0
18136,Analytics,32,Bachelor's,m,other,1,31,1,3,0,0,85,0
18137,Technology,13,Master's & above,f,sourcing,1,60,2,4,0,0,78,0
18138,Operations,31,Bachelor's,f,other,1,25,4,2,0,0,63,0
18139,Technology,2,Bachelor's,f,referred,1,34,4,6,1,0,79,0
18140,Finance,13,Bachelor's,f,other,1,31,3,8,0,0,59,0
18141,HR,5,Bachelor's,m,other,1,24,5,3,1,0,51,0
18142,Sales & Marketing,2,Bachelor's,f,other,1,36,3,8,0,0,49,0
18143,Operations,7,Bachelor's,m,sourcing,1,34,4,9,0,0,61,0
18144,Procurement,2,Bachelor's,f,other,1,29,3,4,1,0,63,0
18145,Analytics,2,Bachelor's,m,other,3,31,4,4,1,1,79,0
18146,Technology,33,Bachelor's,m,other,1,31,4,4,0,0,77,0
18147,Analytics,31,Bachelor's,m,sourcing,1,32,1,7,0,0,90,0
18148,Operations,27,Bachelor's,f,sourcing,1,45,3,7,0,0,57,0
18149,Procurement,16,Bachelor's,m,other,3,39,3,4,0,0,74,0
18150,Procurement,2,Master's & above,m,other,1,57,3,16,0,0,70,0
18151,Procurement,33,Bachelor's,m,other,1,34,5,7,1,0,70,0
18152,Procurement,17,Master's & above,m,sourcing,1,44,1,14,0,0,67,0
18153,Operations,22,Master's & above,m,other,3,35,4,7,0,0,57,0
18154,HR,2,Bachelor's,f,other,1,25,1,2,0,0,49,0
18155,Sales & Marketing,14,Bachelor's,m,sourcing,1,48,1,3,0,0,48,0
18156,HR,2,Below Secondary,m,sourcing,1,24,3,2,0,0,43,0
18157,Sales & Marketing,7,Bachelor's,m,other,1,31,4,3,0,0,49,0
18158,Technology,2,Bachelor's,m,other,1,35,5,4,1,1,79,0
18159,Technology,5,Master's & above,f,sourcing,1,40,3,9,0,0,78,0
18160,Procurement,28,Master's & above,f,sourcing,1,32,3,3,0,0,63,0
18161,Operations,7,Bachelor's,f,sourcing,1,31,5,6,1,0,59,0
18162,Legal,2,Bachelor's,m,sourcing,1,52,4,17,0,0,55,0
18163,Operations,2,Bachelor's,m,other,1,27,4,2,1,0,62,0
18164,Sales & Marketing,2,Master's & above,m,sourcing,1,59,3,13,1,0,50,0
18165,Sales & Marketing,14,Bachelor's,m,sourcing,1,31,3,6,0,0,48,0
18166,Operations,31,Bachelor's,m,sourcing,1,29,4,3,1,0,56,0
18167,Sales & Marketing,28,Bachelor's,m,other,2,26,1,2,0,0,45,0
18168,Sales & Marketing,7,Bachelor's,m,sourcing,1,43,3,11,0,0,54,0
18169,Sales & Marketing,1,Master's & above,m,sourcing,2,32,3,2,0,0,46,0
18170,Finance,2,Bachelor's,f,other,1,31,3,7,0,0,56,0
18171,Sales & Marketing,28,Bachelor's,m,sourcing,1,34,5,8,0,0,48,0
18172,Technology,7,Bachelor's,f,sourcing,4,32,5,8,1,0,79,0
18173,Sales & Marketing,13,Bachelor's,f,sourcing,1,35,1,2,0,0,45,0
18174,Operations,3,Master's & above,f,other,1,37,5,8,0,0,59,0
18175,Finance,22,Bachelor's,m,sourcing,1,28,3,2,0,0,57,0
18176,Sales & Marketing,2,Bachelor's,m,sourcing,1,33,2,7,0,0,48,0
18177,Analytics,22,Bachelor's,f,other,2,31,5,3,1,0,83,0
18178,Operations,2,Bachelor's,m,other,1,37,3,10,0,1,76,1
18179,Operations,22,Master's & above,m,other,1,47,5,12,1,0,60,0
18180,Sales & Marketing,2,Bachelor's,m,other,1,39,3,8,0,0,61,1
18181,HR,22,Master's & above,m,sourcing,1,41,4,9,1,0,48,0
18182,Technology,2,Master's & above,m,other,1,41,4,4,0,0,77,0
18183,Technology,13,Bachelor's,f,other,1,31,3,6,0,0,80,0
18184,Operations,16,Bachelor's,f,sourcing,1,38,3,4,1,0,61,1
18185,Sales & Marketing,28,Master's & above,m,sourcing,2,40,5,11,1,0,45,0
18186,Procurement,15,Bachelor's,m,other,1,51,5,5,1,0,69,0
18187,Analytics,29,Bachelor's,m,other,1,28,3,6,1,0,88,0
18188,Analytics,11,Bachelor's,m,sourcing,1,30,3,5,1,0,86,0
18189,Sales & Marketing,2,Bachelor's,m,sourcing,1,58,3,4,0,0,52,0
18190,Operations,2,Bachelor's,f,other,1,27,4,5,0,0,59,0
18191,Technology,22,Master's & above,m,other,3,31,1,5,0,0,78,0
18192,Technology,15,Bachelor's,f,sourcing,1,30,5,3,1,0,79,0
18193,Technology,26,Bachelor's,f,other,1,33,5,9,1,0,82,1
18194,Technology,7,Master's & above,f,sourcing,1,42,3,3,0,0,80,0
18195,Sales & Marketing,29,Bachelor's,f,sourcing,1,30,3,6,0,0,46,0
18196,Legal,20,Bachelor's,m,sourcing,1,27,3,2,0,0,63,0
18197,Sales & Marketing,2,Master's & above,f,sourcing,2,56,4,5,0,0,48,0
18198,Procurement,15,Master's & above,m,sourcing,1,34,1,3,0,0,72,0
18199,Analytics,28,Bachelor's,m,sourcing,2,31,3,5,1,0,84,1
18200,Operations,2,Bachelor's,f,sourcing,2,37,4,10,1,0,59,0
18201,Analytics,20,Bachelor's,m,sourcing,2,27,5,7,1,0,83,0
18202,Sales & Marketing,7,Bachelor's,m,other,2,30,3,7,0,0,54,0
18203,Analytics,22,Master's & above,m,sourcing,1,37,4,3,1,0,87,0
18204,Analytics,2,Bachelor's,m,sourcing,1,43,5,12,0,0,81,1
18205,Operations,16,Master's & above,f,sourcing,1,39,4,5,0,0,60,0
18206,Sales & Marketing,11,Bachelor's,m,other,1,36,5,7,1,0,47,0
18207,Sales & Marketing,16,Bachelor's,m,other,2,30,3,2,0,0,51,0
18208,Finance,2,Bachelor's,m,sourcing,1,27,3,3,1,0,59,1
18209,Sales & Marketing,31,Bachelor's,m,sourcing,1,29,3,7,0,0,54,0
18210,Technology,19,Bachelor's,m,other,1,39,3,11,0,0,77,0
18211,Sales & Marketing,13,Bachelor's,m,other,2,31,3,8,0,0,51,0
18212,Operations,15,Bachelor's,m,other,1,29,5,3,1,0,61,0
18213,Technology,2,Master's & above,f,other,1,48,5,13,1,0,77,0
18214,Sales & Marketing,31,Bachelor's,f,other,3,30,1,4,0,0,51,0
18215,Procurement,27,Bachelor's,f,sourcing,3,27,3,3,0,0,73,0
18216,Sales & Marketing,16,Bachelor's,m,other,1,29,4,4,0,0,50,0
18217,Technology,7,Bachelor's,m,other,1,37,4,7,0,0,81,0
18218,Technology,15,Bachelor's,f,sourcing,2,30,3,7,0,0,90,1
18219,Sales & Marketing,5,Master's & above,m,other,1,41,3,8,0,0,47,0
18220,Operations,1,Bachelor's,f,sourcing,2,32,1,5,1,0,61,0
18221,Operations,2,Bachelor's,m,sourcing,2,28,3,2,1,0,60,0
18222,Technology,24,Bachelor's,m,sourcing,1,45,1,6,0,0,81,0
18223,R&D,22,Master's & above,m,other,2,33,3,5,0,0,90,0
18224,Operations,7,Bachelor's,m,sourcing,1,47,5,4,1,0,54,0
18225,Procurement,10,Master's & above,m,other,1,34,1,6,0,0,76,0
18226,Finance,22,Bachelor's,m,sourcing,3,46,3,5,0,0,65,0
18227,Sales & Marketing,11,Bachelor's,m,other,1,35,3,6,1,0,47,0
18228,Procurement,22,Master's & above,m,sourcing,3,35,3,4,0,0,65,0
18229,Sales & Marketing,12,Bachelor's,m,other,1,23,3,2,0,0,51,0
18230,Technology,2,Below Secondary,f,sourcing,2,24,3,2,0,0,81,0
18231,Operations,23,Bachelor's,f,other,1,35,5,6,1,0,55,0
18232,Analytics,28,Bachelor's,m,sourcing,1,28,5,4,0,0,87,0
18233,Legal,2,Master's & above,m,other,1,41,3,10,0,0,54,0
18234,Sales & Marketing,22,Master's & above,m,other,1,48,3,18,0,0,52,0
18235,Sales & Marketing,28,Bachelor's,m,other,1,31,2,6,0,0,47,0
18236,Operations,22,Bachelor's,m,sourcing,1,32,4,3,0,0,68,1
18237,Sales & Marketing,19,Bachelor's,f,other,1,32,3,6,0,0,59,1
18238,Sales & Marketing,17,Bachelor's,f,other,2,33,1,6,0,0,50,0
18239,Analytics,2,Bachelor's,m,sourcing,1,32,1,7,0,0,85,0
18240,Technology,22,Bachelor's,m,sourcing,1,30,1,4,0,0,81,0
18241,Technology,2,Bachelor's,f,other,1,46,2,17,0,0,78,0
18242,Operations,33,Bachelor's,m,other,1,38,4,2,1,0,62,0
18243,Operations,15,Master's & above,m,other,1,38,5,7,0,0,75,1
18244,Analytics,28,Bachelor's,m,other,2,35,3,4,0,0,87,0
18245,Finance,2,Bachelor's,f,other,2,26,4,2,1,0,58,0
18246,Technology,2,Bachelor's,f,other,2,37,1,7,1,0,80,0
18247,Operations,8,Master's & above,f,other,1,36,5,8,1,0,63,0
18248,Procurement,22,Bachelor's,f,sourcing,1,27,5,4,0,1,81,1
18249,Sales & Marketing,2,Master's & above,m,other,1,38,4,3,1,0,43,0
18250,Operations,26,Master's & above,m,other,1,55,3,16,0,0,60,0
18251,Sales & Marketing,2,Bachelor's,m,sourcing,2,28,5,3,0,0,51,0
18252,Analytics,29,Bachelor's,m,sourcing,1,24,4,3,1,0,85,0
18253,Sales & Marketing,11,Bachelor's,m,sourcing,1,30,3,5,0,0,48,0
18254,Technology,2,Master's & above,f,other,1,54,2,6,1,0,77,0
18255,Sales & Marketing,20,Bachelor's,m,other,1,24,1,2,0,0,49,0
18256,Analytics,22,Bachelor's,m,other,1,39,1,9,0,0,79,0
18257,Operations,8,Bachelor's,m,other,1,32,5,4,0,0,59,0
18258,Technology,26,Bachelor's,f,other,1,28,3,4,0,0,83,0
18259,HR,22,Master's & above,m,other,1,38,4,8,1,0,48,0
18260,Operations,13,Master's & above,m,sourcing,1,54,5,12,1,0,62,0
18261,Sales & Marketing,22,Bachelor's,f,other,1,26,1,1,0,0,54,0
18262,Operations,2,Master's & above,m,other,1,58,4,26,1,0,60,0
18263,Operations,16,Bachelor's,m,other,1,30,5,8,1,0,62,0
18264,Procurement,7,Below Secondary,m,sourcing,3,26,5,2,0,0,68,0
18265,Operations,19,Bachelor's,f,other,1,35,3,2,0,0,63,0
18266,Sales & Marketing,17,Bachelor's,m,sourcing,1,42,5,12,0,0,48,0
18267,Operations,2,Bachelor's,f,other,1,30,3,7,0,0,61,0
18268,Sales & Marketing,13,Bachelor's,m,sourcing,1,32,5,5,1,0,52,0
18269,Sales & Marketing,2,Master's & above,m,sourcing,2,53,4,15,0,0,50,0
18270,Sales & Marketing,1,Master's & above,m,sourcing,1,39,3,8,0,0,52,0
18271,Sales & Marketing,16,Bachelor's,m,sourcing,1,39,2,11,0,0,51,0
18272,Sales & Marketing,22,Bachelor's,f,other,1,37,1,10,0,0,46,0
18273,Operations,7,Master's & above,m,other,1,37,3,7,1,0,61,0
18274,Technology,22,Bachelor's,f,sourcing,1,33,4,5,1,0,79,0
18275,Procurement,7,Master's & above,f,other,1,32,3,5,0,0,67,0
18276,Legal,22,Bachelor's,m,referred,1,29,4,2,0,0,60,0
18277,Procurement,28,Master's & above,m,sourcing,1,31,5,2,1,0,69,0
18278,Procurement,15,Bachelor's,f,referred,1,35,5,8,1,0,70,1
18279,Operations,2,Master's & above,f,other,1,37,3,7,1,0,54,0
18280,Operations,12,Bachelor's,m,other,1,28,4,5,0,0,60,0
18281,Technology,13,Bachelor's,f,sourcing,2,38,5,3,1,0,82,0
18282,Legal,13,Master's & above,m,other,1,38,5,2,0,0,57,0
18283,Operations,15,Master's & above,m,sourcing,1,37,3,5,1,0,60,0
18284,Technology,9,Bachelor's,m,sourcing,1,28,1,4,0,0,77,0
18285,Operations,27,Bachelor's,m,sourcing,1,32,4,4,0,0,59,0
18286,Sales & Marketing,16,Bachelor's,m,referred,1,30,5,3,0,0,51,0
18287,Technology,27,Bachelor's,m,other,1,29,3,4,0,0,76,0
18288,Sales & Marketing,2,Master's & above,m,other,1,46,5,6,1,0,53,0
18289,HR,4,Master's & above,f,other,1,33,3,8,0,0,50,0
18290,HR,2,Bachelor's,m,other,1,27,4,4,0,0,51,0
18291,Technology,7,Bachelor's,m,referred,1,32,4,5,0,0,82,0
18292,Technology,7,Master's & above,f,sourcing,1,38,5,8,1,0,83,0
18293,Finance,7,Bachelor's,m,other,1,32,3,4,0,0,64,0
18294,Technology,2,Bachelor's,m,sourcing,1,26,4,4,0,0,76,0
18295,Procurement,2,Bachelor's,m,other,1,39,1,10,1,0,70,1
18296,Procurement,23,Bachelor's,m,other,1,33,5,8,1,0,71,0
18297,HR,28,Bachelor's,m,other,1,34,3,7,0,0,48,0
18298,Sales & Marketing,27,Bachelor's,m,sourcing,1,38,1,4,0,0,44,0
18299,Procurement,2,Master's & above,f,other,1,60,1,14,1,0,73,0
18300,Sales & Marketing,15,Master's & above,m,other,1,48,1,19,0,0,48,0
18301,Operations,20,Bachelor's,f,other,1,32,5,4,1,0,59,0
18302,Procurement,2,Bachelor's,m,other,3,32,3,4,1,0,73,0
18303,Operations,2,Bachelor's,f,sourcing,1,48,2,2,0,0,58,0
18304,Technology,15,Bachelor's,m,other,1,27,3,4,1,0,78,0
18305,Technology,31,Bachelor's,m,sourcing,1,36,3,3,0,0,77,0
18306,Sales & Marketing,22,Bachelor's,m,sourcing,2,26,1,2,0,0,48,0
18307,Analytics,23,Bachelor's,m,other,2,29,5,2,1,0,88,0
18308,Analytics,11,Bachelor's,m,other,2,31,3,3,0,0,80,0
18309,Sales & Marketing,31,Bachelor's,m,other,1,46,4,16,0,0,50,0
18310,Sales & Marketing,31,Bachelor's,f,sourcing,1,31,2,2,0,0,47,0
18311,Legal,22,Bachelor's,m,other,1,36,3,6,0,0,60,0
18312,Sales & Marketing,23,Master's & above,m,other,1,40,1,9,0,0,47,0
18313,HR,2,Master's & above,m,sourcing,1,34,4,2,0,0,50,0
18314,Operations,2,Bachelor's,f,other,2,30,3,6,0,0,57,0
18315,Procurement,31,Master's & above,f,other,1,37,5,10,1,0,65,0
18316,Finance,2,Bachelor's,m,sourcing,4,31,5,3,1,0,60,0
18317,Analytics,22,Bachelor's,f,other,1,29,3,5,1,0,86,0
18318,Operations,8,Bachelor's,m,other,1,33,3,5,0,0,56,0
18319,Analytics,22,Bachelor's,m,other,3,29,3,4,0,1,89,1
18320,Sales & Marketing,4,Bachelor's,m,sourcing,1,26,4,3,0,0,52,0
18321,Sales & Marketing,7,Bachelor's,f,sourcing,1,25,3,2,0,0,48,0
18322,Analytics,2,Master's & above,m,other,1,37,3,4,1,0,84,0
18323,Sales & Marketing,29,Master's & above,m,other,1,44,3,6,0,0,50,0
18324,Operations,7,Bachelor's,m,other,2,30,3,1,1,0,64,0
18325,Operations,11,Bachelor's,m,sourcing,1,32,3,3,0,0,59,0
18326,Finance,2,Bachelor's,f,sourcing,1,36,3,7,0,0,55,0
18327,Sales & Marketing,22,Master's & above,f,sourcing,1,39,2,12,0,0,49,0
18328,Sales & Marketing,2,Bachelor's,m,sourcing,1,40,4,2,1,0,49,0
18329,Technology,2,Bachelor's,m,other,2,27,1,4,1,0,80,0
18330,Operations,4,Bachelor's,m,other,1,32,3,8,0,0,63,0
18331,HR,7,Bachelor's,f,other,1,30,3,6,1,0,49,0
18332,Sales & Marketing,28,Bachelor's,m,referred,1,27,5,3,1,0,49,0
18333,Operations,13,Bachelor's,f,sourcing,1,28,3,3,1,0,59,0
18334,Sales & Marketing,32,Bachelor's,m,sourcing,1,27,2,2,0,0,49,0
18335,Sales & Marketing,16,Bachelor's,m,sourcing,1,42,3,9,0,0,47,0
18336,Technology,28,Master's & above,m,other,2,34,4,6,1,0,80,0
18337,R&D,13,Bachelor's,m,other,2,32,5,6,0,0,85,0
18338,Sales & Marketing,7,Bachelor's,f,sourcing,1,46,2,3,0,0,54,0
18339,Operations,2,Bachelor's,f,other,1,35,4,3,0,0,62,0
18340,Operations,22,Bachelor's,m,sourcing,1,25,4,3,1,0,60,0
18341,Operations,2,Bachelor's,m,sourcing,1,47,3,4,1,0,56,0
18342,Procurement,28,Master's & above,m,sourcing,2,36,3,7,0,0,68,0
18343,Sales & Marketing,2,Bachelor's,f,sourcing,3,31,1,3,0,0,50,0
18344,Procurement,14,Master's & above,m,other,1,33,3,5,1,0,67,0
18345,Technology,14,Master's & above,f,other,1,39,3,11,0,0,78,0
18346,Analytics,2,Bachelor's,f,sourcing,1,41,4,9,1,0,84,0
18347,Sales & Marketing,26,Bachelor's,f,sourcing,1,29,3,3,0,0,50,0
18348,Operations,24,Bachelor's,f,sourcing,1,31,3,2,0,0,55,0
18349,Procurement,15,Bachelor's,f,sourcing,1,38,2,11,1,0,75,1
18350,HR,22,Master's & above,m,sourcing,1,31,2,5,0,0,50,0
18351,Sales & Marketing,22,Bachelor's,m,sourcing,3,27,2,4,0,0,52,0
18352,Operations,7,Bachelor's,m,sourcing,1,31,5,7,0,0,58,0
18353,Procurement,2,Bachelor's,f,other,1,49,4,8,0,0,72,0
18354,Sales & Marketing,9,Bachelor's,m,sourcing,1,27,1,3,0,0,46,0
18355,Sales & Marketing,27,Bachelor's,f,other,1,30,1,5,0,0,51,0
18356,Operations,2,Master's & above,m,other,1,37,5,11,0,0,57,0
18357,Sales & Marketing,22,Bachelor's,m,sourcing,5,30,3,3,0,0,53,0
18358,Sales & Marketing,7,Bachelor's,m,other,1,48,5,2,1,0,48,0
18359,Sales & Marketing,13,Bachelor's,m,sourcing,2,46,3,3,1,0,51,0
18360,Technology,13,Master's & above,m,sourcing,2,33,4,4,1,0,80,0
18361,Sales & Marketing,2,Bachelor's,m,sourcing,3,34,4,9,0,0,50,0
18362,Operations,32,Bachelor's,f,sourcing,2,30,3,3,0,0,57,0
18363,Technology,19,Master's & above,m,sourcing,2,40,3,7,0,0,82,0
18364,Operations,22,Bachelor's,f,sourcing,1,34,5,5,1,1,55,1
18365,Operations,13,Master's & above,m,sourcing,1,44,4,3,1,0,56,0
18366,Technology,31,Bachelor's,f,sourcing,1,31,5,3,1,0,79,0
18367,Procurement,22,Master's & above,m,sourcing,2,53,3,5,0,0,72,0
18368,HR,2,Master's & above,f,sourcing,1,39,4,7,1,0,50,1
18369,Sales & Marketing,4,Bachelor's,f,other,2,33,5,8,0,0,49,0
18370,Operations,20,Bachelor's,m,other,1,29,5,2,0,0,62,0
18371,Sales & Marketing,26,Bachelor's,m,sourcing,1,27,1,4,1,0,47,0
18372,Operations,27,Bachelor's,m,other,1,29,5,3,1,0,55,1
18373,Sales & Marketing,31,Bachelor's,f,other,1,28,3,4,0,0,48,0
18374,Sales & Marketing,2,Bachelor's,m,sourcing,2,36,2,4,0,0,48,0
18375,Procurement,22,Bachelor's,m,sourcing,3,27,3,3,0,0,65,0
18376,Sales & Marketing,11,Bachelor's,f,sourcing,1,30,1,4,0,0,48,0
18377,Operations,7,Master's & above,f,sourcing,1,43,4,10,0,0,56,0
18378,Sales & Marketing,2,Bachelor's,m,sourcing,3,26,4,3,0,0,50,0
18379,Finance,22,Bachelor's,m,sourcing,3,33,1,10,0,0,59,0
18380,Technology,12,Bachelor's,f,other,1,27,3,4,0,1,80,0
18381,Finance,26,Bachelor's,m,sourcing,1,33,4,3,1,0,59,0
18382,Sales & Marketing,11,Bachelor's,f,sourcing,1,34,1,9,0,0,52,0
18383,Technology,5,Master's & above,m,other,1,47,5,7,1,0,81,0
18384,Technology,5,Master's & above,m,sourcing,1,44,3,11,0,0,78,0
18385,Procurement,4,Bachelor's,m,other,1,31,5,6,1,0,69,0
18386,Sales & Marketing,7,Bachelor's,m,sourcing,1,30,3,5,1,0,49,0
18387,Procurement,20,Master's & above,f,other,1,33,5,7,1,0,68,0
18388,Sales & Marketing,2,Master's & above,m,sourcing,2,33,5,7,1,0,47,0
18389,Analytics,2,Bachelor's,m,other,1,33,5,6,1,0,80,0
18390,Sales & Marketing,10,Master's & above,m,other,1,57,1,27,0,0,49,0
18391,Sales & Marketing,22,Bachelor's,m,referred,1,27,1,2,0,0,58,1
18392,HR,2,Master's & above,m,other,1,54,2,23,0,0,49,0
18393,Sales & Marketing,26,Bachelor's,m,other,2,27,3,1,1,0,48,0
18394,Procurement,26,Bachelor's,f,other,1,54,3,16,0,0,65,0
